Digit,F1-Score
0,0.58679706601467
1,0.4353518821603928
2,0.43636363636363634
3,0.547085201793722
4,0.47645429362880887
5,0.52046783625731
6,0.6356164383561644
7,0.5425531914893617
8,0.4141689373297003
9,0.5699745547073791
