Digit,F1-Score
0,0.7696078431372549
1,0.7875894988066826
2,0.7468030690537084
3,0.7447916666666666
4,0.7286432160804021
5,0.7604938271604939
6,0.8155339805825242
7,0.7201946472019465
8,0.6426592797783933
9,0.7396593673965937
