Digit,F1-Score
0,0.883248730964467
1,0.8513513513513513
2,0.8532608695652174
3,0.8447837150127226
4,0.8240740740740741
5,0.8538812785388128
6,0.8563685636856369
7,0.8484848484848485
8,0.7988980716253443
9,0.794044665012407
